label,block,TI_s,TR_s,mag
T1_1,1,0.015,5.0,19.612457275390625
T1_1,2,0.022,5.0,13.856380462646484
T1_1,3,0.032,5.0,21.679899215698242
T1_1,4,0.045,5.0,16.885046005249023
T1_1,5,0.065,5.0,18.591096878051758
T1_1,6,0.1,5.0,22.652502059936523
T1_1,7,0.15,5.0,27.5493221282959
T1_1,8,0.22,5.0,18.863147735595703
T1_1,9,0.35,5.0,17.272613525390625
T1_1,10,0.55,5.0,11.832270622253418
T1_1,11,0.85,5.0,7.0382399559021
T1_1,12,1.3,5.0,4.109695911407471
T1_1,13,2.0,5.0,14.69766616821289
T1_1,14,2.8,5.0,12.902420997619629
T1_2,1,0.015,5.0,30.843557357788086
T1_2,2,0.022,5.0,26.824573516845703
T1_2,3,0.032,5.0,18.308462142944336
T1_2,4,0.045,5.0,15.64262866973877
T1_2,5,0.065,5.0,29.4157657623291
T1_2,6,0.1,5.0,21.132173538208008
T1_2,7,0.15,5.0,28.42706871032715
T1_2,8,0.22,5.0,28.679243087768555
T1_2,9,0.35,5.0,26.154033660888672
T1_2,10,0.55,5.0,7.600942611694336
T1_2,11,0.85,5.0,13.280190467834473
T1_2,12,1.3,5.0,2.001837968826294
T1_2,13,2.0,5.0,3.9616808891296387
T1_2,14,2.8,5.0,4.782326698303223
T1_3,1,0.015,5.0,24.703367233276367
T1_3,2,0.022,5.0,27.13858985900879
T1_3,3,0.032,5.0,20.202178955078125
T1_3,4,0.045,5.0,23.71230125427246
T1_3,5,0.065,5.0,26.42620086669922
T1_3,6,0.1,5.0,16.09391975402832
T1_3,7,0.15,5.0,20.411584854125977
T1_3,8,0.22,5.0,21.242177963256836
T1_3,9,0.35,5.0,7.470028400421143
T1_3,10,0.55,5.0,5.787221431732178
T1_3,11,0.85,5.0,6.665677547454834
T1_3,12,1.3,5.0,23.939685821533203
T1_3,13,2.0,5.0,26.189044952392578
T1_3,14,2.8,5.0,24.366193771362305
T1_4,1,0.015,5.0,22.67658042907715
T1_4,2,0.022,5.0,9.12138843536377
T1_4,3,0.032,5.0,18.608522415161133
T1_4,4,0.045,5.0,19.071041107177734
T1_4,5,0.065,5.0,18.96999168395996
T1_4,6,0.1,5.0,19.112058639526367
T1_4,7,0.15,5.0,23.9752197265625
T1_4,8,0.22,5.0,12.241366386413574
T1_4,9,0.35,5.0,11.115511894226074
T1_4,10,0.55,5.0,16.202072143554688
T1_4,11,0.85,5.0,6.285179138183594
T1_4,12,1.3,5.0,21.760330200195312
T1_4,13,2.0,5.0,32.21860122680664
T1_4,14,2.8,5.0,20.147537231445312
T1_5,1,0.015,5.0,35.74452209472656
T1_5,2,0.022,5.0,12.579765319824219
T1_5,3,0.032,5.0,28.49578857421875
T1_5,4,0.045,5.0,13.855316162109375
T1_5,5,0.065,5.0,19.238269805908203
T1_5,6,0.1,5.0,26.03920555114746
T1_5,7,0.15,5.0,14.98021125793457
T1_5,8,0.22,5.0,6.4361572265625
T1_5,9,0.35,5.0,7.440746307373047
T1_5,10,0.55,5.0,17.532495498657227
T1_5,11,0.85,5.0,17.06854248046875
T1_5,12,1.3,5.0,22.38874626159668
T1_5,13,2.0,5.0,20.588573455810547
