label,T1_true_s,T1_fit_s,T1_sigma_s,mape_pct,cx_m,cy_m
T1_1,1.879,1.2729414866577213,0.0658805078386141,32.25431151369232,0.065,0.0
T1_2,1.432,1.9430445687305153,0.19016441108002125,35.687469883415886,0.05258610463437159,0.03820604139901075
T1_3,1.027,1.0971707469602558,0.09363703170650883,6.832594640725992,0.020086104634371583,0.06181867355918498
T1_4,0.7513,0.77866220325495,0.017802431628815507,3.6419810002595474,-0.020086104634371577,0.06181867355918499
T1_5,0.527,0.6338609817626355,0.01801247770595621,20.27722614091755,-0.05258610463437158,0.03820604139901076
T1_6,0.3841,0.3746641676851751,0.002129094077273158,2.4566082569187504,-0.065,7.960204194457795e-18
T1_7,0.2723,0.22145745295265884,0.005063146956923115,18.671519297591317,-0.05258610463437159,-0.038206041399010744
T1_8,0.1945,0.3015247136108407,0.019077266073719873,55.02555969709033,-0.02008610463437159,-0.06181867355918498
T1_9,0.1378,0.23448288825889158,0.030243935070511402,70.16174764796195,0.02008610463437157,-0.06181867355918499
T1_10,0.0947,0.06668871685016767,0.0015246936568588387,29.57896847923161,0.05258610463437158,-0.03820604139901077
T1_11,0.067,0.04898010911762361,0.002240234346969152,26.895359525934907,0.01979898987322333,0.019798989873223326
T1_12,0.04814,0.034366116018720014,0.002541110910363721,28.61213955396757,-0.019798989873223326,0.01979898987322333
T1_13,0.03435,0.011602036330119483,0.002989157982212969,66.22405726311649,-0.019798989873223333,-0.019798989873223326
T1_14,0.02416,1.4938494543694758,0.153949224642988,6083.151715105446,0.019798989873223326,-0.019798989873223333
