label,T1_true_s,T1_fit_s,T1_sigma_s,mape_pct,cx_m,cy_m
T1_1,1.879,0.8931391865719801,0.0,52.467313114849375,0.065,0.0
T1_2,1.432,0.9034067171054807,0.0,36.91293874961727,0.05258610463437159,0.03820604139901075
T1_3,1.027,0.9349229654084803,0.0,8.965631411053517,0.020086104634371583,0.06181867355918498
T1_4,0.7513,0.7106172202837092,0.0,5.414984655436012,-0.020086104634371577,0.06181867355918499
T1_5,0.527,0.5159872182335029,0.0,2.089711910151255,-0.05258610463437158,0.03820604139901076
T1_6,0.3841,0.3661961871606902,0.0,4.661237396331634,-0.065,7.960204194457795e-18
T1_7,0.2723,0.24827443896406343,0.0,8.823195385948058,-0.05258610463437159,-0.038206041399010744
T1_8,0.1945,0.18656395415609753,0.0,4.080229225656802,-0.02008610463437159,-0.06181867355918498
T1_9,0.1378,0.13240445937299916,0.0,3.915486666909176,0.02008610463437157,-0.06181867355918499
T1_10,0.0947,0.09724560876347346,0.0,2.6880768357692246,0.05258610463437158,-0.03820604139901077
T1_11,0.067,0.06444064055188138,0.0,3.819939474803914,0.01979898987322333,0.019798989873223326
T1_12,0.04814,0.05068882928942504,0.0,5.2946183826859885,-0.019798989873223326,0.01979898987322333
T1_13,0.03435,0.033589389482668555,0.0,2.214295538082805,-0.019798989873223333,-0.019798989873223326
T1_14,0.02416,0.025240493325545038,0.0,4.47224058586522,0.019798989873223326,-0.019798989873223333
