label,block,TI_s,TR_s,mag
T1_1,1,0.03237251035157209,0.500007924172359,2.6744930744171143
T1_1,2,0.03274949435512517,0.5184077088113338,3.7169883251190186
T1_1,3,0.1428617218730914,1.040283422180673,4.874947547912598
T1_1,4,0.6434795837967202,2.9013122584606434,5.785473823547363
T1_2,1,0.03237251035157209,0.500007924172359,4.135374069213867
T1_2,2,0.03274949435512517,0.5184077088113338,5.503656387329102
T1_2,3,0.1428617218730914,1.040283422180673,6.198604583740234
T1_2,4,0.6434795837967202,2.9013122584606434,3.4983675479888916
T1_3,1,0.03237251035157209,0.500007924172359,6.023846626281738
T1_3,2,0.03274949435512517,0.5184077088113338,8.338851928710938
T1_3,3,0.1428617218730914,1.040283422180673,4.706323623657227
T1_3,4,0.6434795837967202,2.9013122584606434,0.7418390512466431
T1_4,1,0.03237251035157209,0.500007924172359,7.675787448883057
T1_4,2,0.03274949435512517,0.5184077088113338,6.866627216339111
T1_4,3,0.1428617218730914,1.040283422180673,6.034184455871582
T1_4,4,0.6434795837967202,2.9013122584606434,4.976893901824951
T1_5,1,0.03237251035157209,0.500007924172359,11.99587345123291
T1_5,2,0.03274949435512517,0.5184077088113338,11.125679016113281
T1_5,3,0.1428617218730914,1.040283422180673,8.555159568786621
T1_5,4,0.6434795837967202,2.9013122584606434,9.445406913757324
T1_6,1,0.03237251035157209,0.500007924172359,6.441681385040283
T1_6,2,0.03274949435512517,0.5184077088113338,10.199914932250977
T1_6,3,0.1428617218730914,1.040283422180673,4.296564102172852
T1_6,4,0.6434795837967202,2.9013122584606434,17.3768367767334
T1_7,1,0.03237251035157209,0.500007924172359,12.767324447631836
T1_7,2,0.03274949435512517,0.5184077088113338,10.610067367553711
T1_7,3,0.1428617218730914,1.040283422180673,1.5664225816726685
T1_7,4,0.6434795837967202,2.9013122584606434,16.567514419555664
T1_8,1,0.03237251035157209,0.500007924172359,11.117768287658691
T1_8,2,0.03274949435512517,0.5184077088113338,10.721335411071777
T1_8,3,0.1428617218730914,1.040283422180673,4.552268981933594
T1_8,4,0.6434795837967202,2.9013122584606434,19.412986755371094
T1_9,1,0.03237251035157209,0.500007924172359,10.275420188903809
T1_9,2,0.03274949435512517,0.5184077088113338,10.82880973815918
T1_9,3,0.1428617218730914,1.040283422180673,8.715312004089355
T1_9,4,0.6434795837967202,2.9013122584606434,19.287817001342773
T1_10,1,0.03237251035157209,0.500007924172359,9.79059886932373
T1_10,2,0.03274949435512517,0.5184077088113338,11.324312210083008
T1_10,3,0.1428617218730914,1.040283422180673,9.579627990722656
T1_10,4,0.6434795837967202,2.9013122584606434,19.041479110717773
T1_11,1,0.03237251035157209,0.500007924172359,1.735188603401184
T1_11,2,0.03274949435512517,0.5184077088113338,4.897039413452148
T1_11,3,0.1428617218730914,1.040283422180673,14.347214698791504
T1_11,4,0.6434795837967202,2.9013122584606434,17.74193000793457
T1_12,1,0.03237251035157209,0.500007924172359,3.48720383644104
T1_12,2,0.03274949435512517,0.5184077088113338,3.034761428833008
T1_12,3,0.1428617218730914,1.040283422180673,14.657468795776367
T1_12,4,0.6434795837967202,2.9013122584606434,15.332091331481934
T1_13,1,0.03237251035157209,0.500007924172359,3.6404623985290527
T1_13,2,0.03274949435512517,0.5184077088113338,5.984859943389893
T1_13,3,0.1428617218730914,1.040283422180673,11.32025146484375
T1_13,4,0.6434795837967202,2.9013122584606434,14.069918632507324
T1_14,1,0.03237251035157209,0.500007924172359,4.994634628295898
T1_14,2,0.03274949435512517,0.5184077088113338,7.80539608001709
T1_14,3,0.1428617218730914,1.040283422180673,10.163558006286621
T1_14,4,0.6434795837967202,2.9013122584606434,9.366016387939453
