label,block,TI_s,TR_s,mag
T1_1,1,0.015,5.0,7.578788757324219
T1_1,2,0.022,5.0,7.521145820617676
T1_1,3,0.032,5.0,7.439182758331299
T1_1,4,0.045,5.0,7.333291530609131
T1_1,5,0.065,5.0,7.1718220710754395
T1_1,6,0.1,5.0,6.893373489379883
T1_1,7,0.15,5.0,6.504581451416016
T1_1,8,0.22,5.0,5.977713108062744
T1_1,9,0.35,5.0,5.051846981048584
T1_1,10,0.55,5.0,3.757035732269287
T1_1,11,0.85,5.0,2.119018077850342
T1_1,12,1.3,5.0,1.0518635511398315
T1_1,13,2.0,5.0,3.0017433166503906
T1_1,14,2.8,5.0,4.906120777130127
T1_2,1,0.015,5.0,8.643546104431152
T1_2,2,0.022,5.0,8.553885459899902
T1_2,3,0.032,5.0,8.426835060119629
T1_2,4,0.045,5.0,8.263418197631836
T1_2,5,0.065,5.0,8.015687942504883
T1_2,6,0.1,5.0,7.592197895050049
T1_2,7,0.15,5.0,7.007572650909424
T1_2,8,0.22,5.0,6.225585460662842
T1_2,9,0.35,5.0,4.874302387237549
T1_2,10,0.55,5.0,3.0215377807617188
T1_2,11,0.85,5.0,0.683308482170105
T1_2,12,1.3,5.0,2.034398078918457
T1_2,13,2.0,5.0,4.888327598571777
T1_2,14,2.8,5.0,6.838000774383545
T1_3,1,0.015,5.0,8.39908218383789
T1_3,2,0.022,5.0,8.284811019897461
T1_3,3,0.032,5.0,8.122700691223145
T1_3,4,0.045,5.0,7.913668155670166
T1_3,5,0.065,5.0,7.59550142288208
T1_3,6,0.1,5.0,7.048798561096191
T1_3,7,0.15,5.0,6.292487144470215
T1_3,8,0.22,5.0,5.287360668182373
T1_3,9,0.35,5.0,3.589006185531616
T1_3,10,0.55,5.0,1.3646876811981201
T1_3,11,0.85,5.0,1.2603975534439087
T1_3,12,1.3,5.0,3.991744041442871
T1_3,13,2.0,5.0,6.439088821411133
T1_3,14,2.8,5.0,7.784355640411377
T1_4,1,0.015,5.0,8.268957138061523
T1_4,2,0.022,5.0,8.114205360412598
T1_4,3,0.032,5.0,7.894533634185791
T1_4,4,0.045,5.0,7.6116838455200195
T1_4,5,0.065,5.0,7.183178424835205
T1_4,6,0.1,5.0,6.4548234939575195
T1_4,7,0.15,5.0,5.465513706207275
T1_4,8,0.22,5.0,4.18307638168335
T1_4,9,0.35,5.0,2.0973637104034424
T1_4,10,0.55,5.0,0.4832088351249695
T1_4,11,0.85,5.0,3.249427080154419
T1_4,12,1.3,5.0,5.7796244621276855
T1_4,13,2.0,5.0,7.629277229309082
T1_4,14,2.8,5.0,8.395727157592773
T1_5,1,0.015,5.0,8.488568305969238
T1_5,2,0.022,5.0,8.261920928955078
T1_5,3,0.032,5.0,7.943309307098389
T1_5,4,0.045,5.0,7.53804349899292
T1_5,5,0.065,5.0,6.933732509613037
T1_5,6,0.1,5.0,5.929771423339844
T1_5,7,0.15,5.0,4.6062235832214355
T1_5,8,0.22,5.0,2.951615333557129
T1_5,9,0.35,5.0,0.4038870334625244
T1_5,10,0.55,5.0,2.4782052040100098
T1_5,11,0.85,5.0,5.200498104095459
T1_5,12,1.3,5.0,7.263967514038086
T1_5,13,2.0,5.0,8.433388710021973
T1_5,14,2.8,5.0,8.81021785736084
T1_6,1,0.015,5.0,7.21476936340332
T1_6,2,0.022,5.0,6.985785961151123
T1_6,3,0.032,5.0,6.672369956970215
T1_6,4,0.045,5.0,6.289310455322266
T1_6,5,0.065,5.0,5.754903316497803
T1_6,6,0.1,5.0,4.98600435256958
T1_6,7,0.15,5.0,4.273428440093994
T1_6,8,0.22,5.0,4.008779525756836
T1_6,9,0.35,5.0,4.820981502532959
T1_6,10,0.55,5.0,6.41657018661499
T1_6,11,0.85,5.0,7.726521015167236
T1_6,12,1.3,5.0,8.178722381591797
T1_6,13,2.0,5.0,7.894155025482178
T1_6,14,2.8,5.0,7.574832439422607
T1_7,1,0.015,5.0,7.636231899261475
T1_7,2,0.022,5.0,7.232998847961426
T1_7,3,0.032,5.0,6.674441337585449
T1_7,4,0.045,5.0,5.978019714355469
T1_7,5,0.065,5.0,4.968867778778076
T1_7,6,0.1,5.0,3.3703479766845703
T1_7,7,0.15,5.0,1.4130502939224243
T1_7,8,0.22,5.0,0.7932233810424805
T1_7,9,0.35,5.0,3.6559245586395264
T1_7,10,0.55,5.0,6.103404521942139
T1_7,11,0.85,5.0,7.631674289703369
T1_7,12,1.3,5.0,8.27946662902832
T1_7,13,2.0,5.0,8.468806266784668
T1_7,14,2.8,5.0,8.528303146362305
T1_8,1,0.015,5.0,6.756235122680664
T1_8,2,0.022,5.0,6.233196258544922
T1_8,3,0.032,5.0,5.516048431396484
T1_8,4,0.045,5.0,4.634830474853516
T1_8,5,0.065,5.0,3.3857297897338867
T1_8,6,0.1,5.0,1.4816758632659912
T1_8,7,0.15,5.0,0.7120936512947083
T1_8,8,0.22,5.0,2.97358775138855
T1_8,9,0.35,5.0,5.517844200134277
T1_8,10,0.55,5.0,7.2323832511901855
