label,T1_true_s,T1_fit_s,T1_sigma_s,mape_pct,cx_m,cy_m
T1_1,1.879,0.76106325213813,0.3380226091318432,59.4963676350117,0.065,0.0
T1_2,1.432,1.4108666850526073,0.07218888020288838,1.4757901499575894,0.05258610463437159,0.03820604139901075
T1_3,1.027,1.1225419027588197,0.06419059131995575,9.303009032017508,0.020086104634371583,0.06181867355918498
T1_4,0.7513,0.853222817392162,0.014713618546112639,13.56619424892347,-0.020086104634371577,0.06181867355918499
T1_5,0.527,0.5401266761514565,0.0031046488737264677,2.490830389270676,-0.05258610463437158,0.03820604139901076
T1_6,0.3841,0.40587411603250634,0.002306450018698919,5.6688664494939704,-0.065,7.960204194457795e-18
T1_7,0.2723,0.2658992021968194,0.0,2.35064186675747,-0.05258610463437159,-0.038206041399010744
T1_8,0.1945,0.19307242458502225,0.0,0.7339719357212138,-0.02008610463437159,-0.06181867355918498
T1_9,0.1378,0.14019207589628865,0.0016024900163345013,1.7359041337363192,0.02008610463437157,-0.06181867355918499
T1_10,0.0947,0.09949433212535662,0.0011372873459032234,5.0626527194895585,0.05258610463437158,-0.03820604139901077
T1_11,0.067,0.06668871685016767,0.000762297029067549,0.4646017161676664,0.01979898987322333,0.019798989873223326
T1_12,0.04814,0.05186096606823711,0.00029470892927857886,7.729468359445595,-0.019798989873223326,0.01979898987322333
T1_13,0.03435,0.03283021814870853,0.0,4.4244013138033935,-0.019798989873223333,-0.019798989873223326
T1_14,0.02416,0.021507971237540054,0.00024585062286448973,10.976940241969977,0.019798989873223326,-0.019798989873223333
