label,T1_true_s,T1_fit_s,T1_sigma_s,M0_fit,mape_pct,cx_m,cy_m
T1_1,1.879,1.6368926536935586,0.24693759063262977,93.25041794242605,12.88490400779358,0.065,0.0
T1_2,1.432,1.733169564132382,0.19854033984984998,96.89441801854626,21.031394143322775,0.05258610463437159,0.03820604139901075
T1_3,1.027,1.0012922460116103,0.5704605668785319,91.29633971246531,2.50318928806131,0.020086104634371583,0.06181867355918498
T1_4,0.7513,0.9456708423778544,0.24025082595059505,87.08800820590544,25.871268784487476,-0.020086104634371577,0.06181867355918499
T1_5,0.527,0.6411478493439606,0.18874410898951818,93.53454029121976,21.659933461852106,-0.05258610463437158,0.03820604139901076
T1_6,0.3841,0.3921921016913011,0.196427130900828,77.68159728804793,2.1067695108828666,-0.065,7.960204194457795e-18
T1_7,0.2723,0.34585412817008154,0.0913740734276123,60.150602222402945,27.012166055850738,-0.05258610463437159,-0.038206041399010744
T1_8,0.1945,0.1722180002194357,0.02683360328643908,82.09392408299477,11.456041018284989,-0.02008610463437159,-0.06181867355918498
T1_9,0.1378,0.11676071156150801,0.016644231080280972,80.4734873680167,15.267988707178514,0.02008610463437157,-0.06181867355918499
T1_10,0.0947,0.07826196594534501,0.014018341667091608,55.88938124484825,17.358008505443497,0.05258610463437158,-0.03820604139901077
T1_11,0.067,0.07916166572006857,0.011806407258966409,66.68606501135002,18.151739880699346,0.01979898987322333,0.019798989873223326
T1_12,0.04814,0.05880936389471338,0.01619005757092493,56.7536158193363,22.16319878419896,-0.019798989873223326,0.01979898987322333
T1_13,0.03435,0.04898010911762361,0.011470214472319731,51.26281583715431,42.591292918846044,-0.019798989873223333,-0.019798989873223326
T1_14,0.02416,0.04419185283584779,0.01010358761816579,47.16966424236605,82.91329816162164,0.019798989873223326,-0.019798989873223333
