label,T1_true_s,T1_fit_s,T1_sigma_s,mape_pct,cx_m,cy_m
T1_1,1.879,1.5283934734762674,1.4950000000000003,18.659208436600988,0.065,0.0
T1_2,1.432,0.7270496491093144,1.4950000000000003,49.22837645884676,0.05258610463437159,0.03820604139901075
T1_3,1.027,0.8339386828954943,1.4950000000000003,18.798570312025863,0.020086104634371583,0.06181867355918498
T1_4,0.7513,0.7025408092179695,1.4950000000000003,6.4899761456183285,-0.020086104634371577,0.06181867355918499
T1_5,0.527,0.6559738570740129,1.4950000000000003,24.47321766110301,-0.05258610463437158,0.03820604139901076
T1_6,0.3841,0.4985932917896103,1.4950000000000003,29.808198851760043,-0.065,7.960204194457795e-18
T1_7,0.2723,0.3192594549708795,1.4950000000000003,17.24548474876221,-0.05258610463437159,-0.038206041399010744
T1_8,0.1945,0.1722180002194357,1.4950000000000003,11.456041018284989,-0.02008610463437159,-0.06181867355918498
T1_9,0.1378,0.010000000000000004,1.4950000000000003,92.74310595065312,0.02008610463437157,-0.06181867355918499
T1_10,0.0947,0.11810299302121237,1.4950000000000003,24.712769821765956,0.05258610463437158,-0.03820604139901077
T1_11,0.067,0.02962076228765447,1.4950000000000003,55.78990703335154,0.01979898987322333,0.019798989873223326
T1_12,0.04814,0.06016928124387805,1.4950000000000003,24.98812057307446,-0.019798989873223326,0.01979898987322333
T1_13,0.03435,0.025824158621369966,1.4950000000000003,24.820498918864725,-0.019798989873223333,-0.019798989873223326
T1_14,0.02416,0.02031321161135539,1.4950000000000003,15.922137370217756,0.019798989873223326,-0.019798989873223333
