label,T1_true_s,T1_fit_s,T1_sigma_s,mape_pct,cx_m,cy_m
T1_1,1.879,0.014416288578877853,1.4950000000000003,99.23276803731358,0.065,0.0
T1_2,1.432,0.3538517155954575,1.4950000000000003,75.28968466512168,0.05258610463437159,0.03820604139901075
T1_3,1.027,0.010000000000000004,1.4950000000000003,99.02629016553067,0.020086104634371583,0.06181867355918498
T1_4,0.7513,0.281538562308732,1.4950000000000003,62.5264791283466,-0.020086104634371577,0.06181867355918499
T1_5,0.527,0.010000000000000004,1.4950000000000003,98.10246679316887,-0.05258610463437158,0.03820604139901076
T1_6,0.3841,0.017112601221120995,1.4950000000000003,95.54475365240276,-0.065,7.960204194457795e-18
T1_7,0.2723,0.1250494419871865,1.4950000000000003,54.07659126434575,-0.05258610463437159,-0.038206041399010744
T1_8,0.1945,0.015617181700541598,1.4950000000000003,91.970600668102,-0.02008610463437159,-0.06181867355918498
T1_9,0.1378,0.01346072470054123,1.4950000000000003,90.23169470207458,0.02008610463437157,-0.06181867355918499
T1_10,0.0947,0.11027469841979443,1.4950000000000003,16.44635524793497,0.05258610463437158,-0.03820604139901077
T1_11,0.067,0.054911266021722784,1.4950000000000003,18.04288653474212,0.01979898987322333,0.019798989873223326
T1_12,0.04814,0.033207634426407805,1.4950000000000003,31.018623958438297,-0.019798989873223326,0.01979898987322333
T1_13,0.03435,0.05068882928942504,1.4950000000000003,47.56573301142661,-0.019798989873223333,-0.019798989873223326
T1_14,0.02416,0.02862224654494409,1.4950000000000003,18.46956351384143,0.019798989873223326,-0.019798989873223333
