1.5	24.0	55.8263044702035	0.9274109520961048	73.3546495437622
2.0	32.0	55.8263044702035	0.9274109520961048	73.3546495437622
2.5	40.0	55.8263044702035	0.9274109520961048	73.3546495437622
3.0	48.0	55.8263044702035	0.9274109520961048	73.3546495437622
3.5	56.0	54.761527495749796	0.927401251181714	73.87359738349915
4.0	64.0	54.155131138278236	0.9271611677324315	74.21407103538513
4.5	72.0	66.61968339590528	0.9203577974459475	67.29772686958313
5.0	80.0	69.03391995661293	0.9192908321363795	65.98989963531494
6.0	96.0	94.5889877641207	0.8778662133428141	52.70550847053528
7.0	112.0	93.80649732513575	0.8785351188273994	53.09674143791199
8.0	128.0	105.46444228947396	0.8402133678865127	47.26778268814087
10.0	160.0	131.7814418689068	0.7113433429728466	34.109291434288025
15.0	240.0	132.27055751269748	0.6681516069798288	33.86472165584564
20.0	320.0	154.08625115796895	0.4770061198974566	22.956880927085876
