0.0052180276	0.005090418	0.0050251647	0.0050258213	0.0051256684	0.0053602033	0.0058755395	0.0069902427	0.010047517	0.028870294	0.0049611917	0.17699872	0.009147945	0.03951161	0.013764268	0.4534982	0.073319614	0.012186208	0.012065937	0.002044928	0.0058992053	0.01147417	0.019279195	0.036801163	0.026545513	0.56219643	0.73200226	0.1323389	0.11678537	0.042533476	0.031793434	0.028159877	0.027425693	0.029018825	0.033959605	0.047527157	0.11454985	0.553577	1.1281434	1.3597966	0.5927185	0.13946965	0.032587115	0.019766606	0.01544368	0.013437737	0.012389755	0.038038503	0.1399133	0.42720363	0.27319646	0.029307213	0.26720983	0.3501111	0.30308983	0.13796487	0.013374486	0.008890846	0.0077812253	0.007047404	0.006461687	0.0060271407	0.0056720874	0.005419184
0.0055039977	0.0054089203	0.0053587006	0.005377164	0.0054870932	0.0057297433	0.0062524932	0.0074119894	0.0107092075	0.035560276	0.03179027	0.15266891	0.021469135	0.13007179	0.2798789	0.18183844	0.16801691	0.05020789	0.011247097	0.0042789006	0.012978281	0.021787882	0.035223722	0.06977834	0.07948439	0.23847207	0.44237918	0.04355847	0.15644203	0.061623096	0.04570064	0.039847273	0.038072146	0.039354246	0.0447733	0.059911713	0.13028014	0.46084344	0.8438063	1.0658911	0.5356238	0.17813276	0.041388627	0.023513408	0.016599946	0.012011142	0.0051033557	0.04766628	0.24792442	0.20531653	0.15561533	0.051524553	0.29134285	0.31812426	0.3032807	0.13605157	0.012575705	0.008666909	0.007781096	0.007128942	0.006616533	0.006223109	0.005901418	0.0056872494
0.0053973324	0.0053422498	0.0053653284	0.005451413	0.0056373915	0.0059702266	0.0065718833	0.007848461	0.011515363	0.04428136	0.065694876	0.13098125	0.05966594	0.26293558	0.6751986	0.1800057	0.51948917	0.13203038	0.004889524	0.021501502	0.038625225	0.05903914	0.093162015	0.17511049	0.8908527	1.5142802	1.0557942	0.64559466	0.32582447	0.15927526	0.1250848	0.11248472	0.109690145	0.11461119	0.1295881	0.16558297	0.28719077	0.25584018	0.74677175	0.31798813	0.16492042	0.34985682	0.109831065	0.06704862	0.04697577	0.032813374	0.014654071	0.10288214	0.5649492	0.22801109	0.38555023	0.15507402	0.32362965	0.29108417	0.3131482	0.13528024	0.014021159	0.008942277	0.007706207	0.0069552897	0.00642139	0.0060122553	0.0057278615	0.005523695
0.011525697	0.0106494	0.009793285	0.008973687	0.008157949	0.007389219	0.006804033	0.006818038	0.009474469	0.052349642	0.12329937	0.11822111	0.13763404	0.5696816	1.5489002	1.0220468	1.2705344	0.3417539	0.036053855	0.0009783098	0.031452138	0.09288107	0.31081307	2.0587018	32.864098	47.255016	47.053455	31.134844	3.7064526	0.38159466	0.060038768	0.030151771	0.06894947	0.08970392	0.0921663	0.016919523	0.9677506	29.703491	44.95069	45.06212	31.374603	4.5778403	0.53558433	0.16359577	0.06022862	0.014769486	0.0278733	0.2758701	1.240491	0.9326927	1.0372607	0.4269749	0.39691633	0.27536845	0.3503296	0.13417368	0.021153761	0.019574946	0.018306078	0.016924022	0.015655706	0.014470058	0.01343007	0.0124253575
0.0035742957	0.0050969576	0.006935802	0.009035043	0.011443155	0.014213252	0.017388351	0.020660132	0.021851253	0.034609344	0.26243466	0.1543196	0.38274142	1.9180171	6.0418744	5.6168733	5.0869794	1.1800519	0.12459596	0.047919814	0.023669487	0.017605493	0.033243515	0.21887852	4.413	8.520519	8.89714	4.273866	0.471388	0.050333988	0.015990783	0.007434116	0.004026235	0.0022321278	0.0015256752	0.005842908	0.08596607	3.1896603	6.933128	7.534078	3.578819	0.37824804	0.021486722	0.0030117657	0.007568719	0.029115312	0.1047347	0.8745635	4.672466	4.752369	4.474482	1.5409116	0.5448263	0.26309738	0.41498572	0.14139631	0.019520156	0.015596372	0.012253577	0.009262699	0.006742112	0.0046666716	0.0031759627	0.0027509446
0.18291524	0.19468707	0.20905913	0.22687839	0.24951355	0.2789894	0.31863925	0.37473577	0.46124628	0.6936021	0.39847147	1.2569308	2.0736365	19.318933	47.888298	50.881042	44.687553	14.63538	0.8085307	0.28921023	0.12007173	0.04510819	0.006510225	0.15413666	2.9126725	4.5125365	4.633539	3.0426283	0.534186	0.08849472	0.047676556	0.03926535	0.03992245	0.045278445	0.055498116	0.07682837	0.17749545	1.6711421	2.9748447	2.9517272	1.9776876	0.11784932	0.18752168	0.30053386	0.46093118	0.7799479	1.6998	10.129624	36.902126	41.492348	39.213238	16.951601	0.5463324	0.40541926	0.530111	0.13219473	0.101746954	0.12166298	0.1336624	0.14238591	0.14980806	0.1569633	0.16455995	0.17303751
0.0070916987	0.008881855	0.010867517	0.013195039	0.016169608	0.020211788	0.026345171	0.03721077	0.06293959	0.3113796	0.80580866	0.56412023	0.55390435	0.55051214	0.6963128	2.4997315	0.5880427	0.61717355	0.12954189	0.09985873	0.09297092	0.09526028	0.08888109	0.1660632	11.203161	17.594542	17.46025	12.432998	1.8188492	0.17822713	0.03550215	0.0037994813	0.015277792	0.017621558	0.010328544	0.047846995	0.5122877	8.261156	11.727744	11.637268	7.3910155	0.74324423	0.06329967	0.0036867526	0.015328868	0.030356606	0.06218898	0.27172023	0.28428918	2.0944092	0.99378467	0.6362067	0.8558901	0.74797916	0.78671676	0.32478666	0.035144012	0.016994875	0.008770257	0.0041505443	0.001391534	0.0018781535	0.003660658	0.0054034423
0.011978655	0.008798547	0.006940333	0.008388715	0.0137530435	0.023076562	0.03891972	0.069776185	0.15134317	1.0980836	3.7926502	3.504104	2.9136198	0.9142086	0.708732	0.25178868	0.75316304	0.44791877	0.0060718074	0.02517553	0.039398782	0.049517173	0.04674649	0.15731785	9.522876	15.638648	16.107681	11.011893	1.8597865	0.23616587	0.09399847	0.05709156	0.047074787	0.051130977	0.07407111	0.15757109	0.7680874	8.6302	12.2412815	12.264357	7.58308	0.83292454	0.11142813	0.04132445	0.026760357	0.028825743	0.05186659	0.27373686	0.586628	0.13695188	0.41675267	0.7901893	2.9716046	3.0290565	2.842173	0.9996472	0.15576531	0.08692289	0.057993867	0.042371184	0.032484327	0.025496641	0.02015416	0.015762623
0.2855669	0.31121328	0.34591758	0.39456084	0.46608576	0.5783192	0.77305365	1.1716443	2.3111231	21.1777	49.615734	51.887955	45.11529	13.433595	1.7849488	0.28917143	1.0732853	0.32017237	0.08409717	0.09791245	0.11651728	0.14450645	0.1935619	0.3621902	5.277157	6.789254	7.804686	5.2945976	1.3508983	0.30080914	0.1848774	0.14810206	0.1402443	0.15322572	0.19252425	0.29351813	0.79651505	5.13026	7.690055	6.5519385	5.2794743	0.7482959	0.24980476	0.20624876	0.20797579	0.23441571	0.2841053	0.30133185	1.1621176	0.28723386	1.9731091	8.24715	34.673008	39.53707	37.871914	16.799894	0.36246943	0.16262367	0.18629949	0.20777048	0.22335607	0.23663522	0.2501778	0.26592425
0.02002601	0.020004304	0.020430427	0.021346958	0.023037452	0.02596635	0.031330965	0.04291877	0.08003582	0.8344347	3.7827759	6.064414	3.254884	0.7916614	0.78582096	0.63159865	0.8596454	0.40619162	0.05020789	0.06737157	0.082362615	0.100202106	0.11269485	0.08826808	11.704959	18.24235	17.907242	13.307749	2.0277953	0.19115788	0.03154856	0.010302397	0.022831105	0.020342864	0.005943147	0.11874851	1.0770842	15.436451	20.815977	20.496914	13.365001	1.2444217	0.11625284	0.02603985	0.015116356	0.021779757	0.048517257	0.2651599	0.4652873	0.42363715	0.5171998	0.71904707	2.6025646	4.7596865	3.6433306	0.7661404	0.050885584	0.03485021	0.029463224	0.026132727	0.023860335	0.022243947	0.021115843	0.020388259
