sigma,ksp_rms_mean,snr_ksp_measured,snr_ksp_phantom,background_std_a,snr_nema_peak_a,diff_roi_std,snr_dual_peak,snr_dual_block_min,snr_dual_block_median,snr_dual_block_max,mape_mean_pct,mape_median_pct,mape_max_pct,mape_mean_pct_std_lo,mape_mean_pct_std_hi,mape_median_pct_std,n_seeds,n_blocks,clean_recon
0.0,639.6514129638672,Inf,Inf,2.7337115380014194,11.734332156143235,0.0,2.2052774580794163e17,2.139276996289495e17,2.5075669200483123e17,3.3944473442032026e17,7.501444770217711,4.380597618965163,32.80990487256254,8.881784197001252e-16,0.0,0.0,5.0,4.0,0.0
216.0,639.6514129638672,2.9613491340919778,3.9230076998739025,3.201623123387656,9.999652883615406,5.053845215718965,13.417663579972062,11.278197887059166,18.906461708151852,22.01053905439076,15.52453866210467,7.924398549214379,46.89904693266299,4.75586884154231,6.677001849188656,1.6412910499672833,5.0,4.0,0.0
648.0,639.6514129638672,0.9871163780306592,1.3076692332913007,7.118215686934018,4.59190630615313,15.683045084981215,4.45093709235015,4.049761676094913,4.954122057605562,11.299734158801963,235.77731107890787,29.425901027164162,1758.6728549541538,186.44705902368236,743.2049965509736,4.899254435390168,5.0,4.0,0.0
1730.0,639.6514129638672,0.36974070113518337,0.4898090538570884,17.973749978068202,2.3745709565764885,31.15427514625439,2.8592454688481364,3.4258459988524486,3.6109311480437216,4.284425015191459,388.1438711509356,73.92742125388,2190.1213254133822,287.8494767756671,113.92309853749545,28.489797962881088,5.0,4.0,0.0
2590.0,639.6514129638672,0.24696965751500663,0.3271697541207579,26.62860863270257,2.1223632977979072,43.54088696243718,2.817734528733282,2.289311597622082,3.8568786247254776,4.787209858234017,720.9335814102111,87.11555735390866,3456.623216737219,342.0077152526746,214.0335316256833,25.10530255213485,5.0,4.0,0.0
3460.0,639.6514129638672,0.18487035056759168,0.2449045269285442,34.776965801652146,2.4263026988280068,55.45674431603787,2.7561874777513276,2.5268505842766205,3.5800661264004656,4.374817469554559,890.637574818641,113.7823359182424,5550.8819689558195,325.06400129548535,441.5998472668203,22.17995748927941,5.0,4.0,0.0
4750.0,639.6514129638672,0.13466345536081414,0.17839361329952902,48.25833138743693,3.0106809453604453,76.54252069195377,3.0986109682907768,3.0553546538959484,3.800916225649959,5.474287874727064,954.0026162316695,120.30010453621576,6657.500858550979,446.1020430510106,630.0423651045511,44.026947072595554,5.0,4.0,0.0
6480.0,639.6514129638672,0.09871163780306592,0.1307669233291301,66.15547036141412,2.0203654882001807,95.07078616148962,2.739960110039715,2.42473961796457,3.6728277673729326,4.479763987435433,910.4801597903777,128.15212397087438,6967.996744962421,357.52513423926865,274.93444642507575,59.04192421165456,5.0,4.0,0.0
8640.0,639.6514129638672,0.07403372835229945,0.09807519249684757,88.513830500138,1.974972085662458,127.36922083662854,2.6529940255670987,2.3069367494951125,3.0558713836073115,3.7352235141561345,847.9808194088209,99.38251891183407,4208.861595256233,310.6897694911996,198.99771820801539,36.369286426193064,5.0,4.0,0.0
9720.0,639.6514129638672,0.06580775853537728,0.08717794888608671,101.02192758097328,1.8169025741796647,146.94522271384218,2.193411287622079,2.8799097230967825,2.9825003480186147,3.915094043282589,559.1958316388154,109.35280743971494,1806.1387354347855,62.73479862960334,33.315493445490425,32.18358001509712,5.0,4.0,0.0
10800.0,639.6514129638672,0.059226982681839555,0.07846015399747805,108.78468573780755,1.5964408712753662,146.09124828207442,2.3322686490130544,2.7834030909517113,3.3283402816086847,3.5792769647261173,695.3552616188929,118.69171616862573,4373.338069822758,222.2530706006476,329.7582023642934,43.31277316530403,5.0,4.0,0.0
14000.0,639.6514129638672,0.045689386640276226,0.060526404512340204,141.52542783712545,1.9923439937898981,215.71846874089684,2.666479591790879,3.179164692883247,3.6122289933221143,4.137302085077896,518.4346828593466,99.88811658934969,2940.349144158446,153.76519641392366,267.98904653271893,7.408505161204906,5.0,4.0,0.0
