label,T1_true_s,T1_fit_s,T1_sigma_s,M0_fit,mape_pct,cx_m,cy_m
T1_1,1.879,1.6368926536935586,1.4950000000000003,9.88218102159506,12.88490400779358,0.065,0.0
T1_2,1.432,1.733169564132382,1.4950000000000003,8.656240475269957,21.031394143322775,0.05258610463437159,0.03820604139901075
T1_3,1.027,1.1484997453136052,1.4950000000000003,7.749866946870759,11.830549689737616,0.020086104634371583,0.06181867355918498
T1_4,0.7513,1.2022300709710754,1.4950000000000003,9.608009327132917,60.01997483975449,-0.020086104634371577,0.06181867355918499
T1_5,0.527,0.5784697485296921,1.4950000000000003,7.728393350852201,9.766555698233796,-0.05258610463437158,0.03820604139901076
T1_6,0.3841,0.4447384955121833,1.4950000000000003,7.882577697893476,15.787163632435124,-0.065,7.960204194457795e-18
T1_7,0.2723,0.3015247136108407,1.4950000000000003,7.3138943400814895,10.732542640778819,-0.05258610463437159,-0.038206041399010744
T1_8,0.1945,0.22145745295265884,1.4950000000000003,6.758979948983362,13.859872983372151,-0.02008610463437159,-0.06181867355918498
T1_9,0.1378,0.14675068935984456,1.4950000000000003,6.384417505902384,6.495420435300837,0.02008610463437157,-0.06181867355918499
T1_10,0.0947,0.10179505533404595,1.4950000000000003,5.814352861312201,7.492138684314622,0.05258610463437158,-0.03820604139901077
T1_11,0.067,0.07737249157046962,1.4950000000000003,5.186168737697601,15.481330702193452,0.01979898987322333,0.019798989873223326
T1_12,0.04814,0.03941853704763443,1.4950000000000003,4.1775486750668955,18.11687360275358,-0.019798989873223326,0.01979898987322333
T1_13,0.03435,0.03638742356542976,1.4950000000000003,3.442048369176918,5.93136409149858,-0.019798989873223333,-0.019798989873223326
T1_14,0.02416,0.024389636426773147,1.4950000000000003,2.5641305775409364,0.9504818988954735,0.019798989873223326,-0.019798989873223333
