label,block,TI_s,TR_s,mag
T1_1,1,0.03237251035157209,0.500007924172359,2.594066752327813
T1_1,2,0.03274949435512517,0.5184077088113338,2.739839103486803
T1_1,3,0.1428617218730914,1.040283422180673,2.822018994225396
T1_1,4,0.6434795837967202,2.9013122584606434,1.9032064808739557
T1_2,1,0.03237251035157209,0.500007924172359,1.985154668490092
T1_2,2,0.03274949435512517,0.5184077088113338,2.0201459725697837
T1_2,3,0.1428617218730914,1.040283422180673,2.8299647172292075
T1_2,4,0.6434795837967202,2.9013122584606434,1.6837040053473578
T1_3,1,0.03237251035157209,0.500007924172359,2.3002058135138617
T1_3,2,0.03274949435512517,0.5184077088113338,2.3888078000810413
T1_3,3,0.1428617218730914,1.040283422180673,3.1775068442026773
T1_3,4,0.6434795837967202,2.9013122584606434,0.429772718085183
T1_4,1,0.03237251035157209,0.500007924172359,2.948893494076199
T1_4,2,0.03274949435512517,0.5184077088113338,3.2036103937360974
T1_4,3,0.1428617218730914,1.040283422180673,3.397401306364271
T1_4,4,0.6434795837967202,2.9013122584606434,0.8496403164333768
T1_5,1,0.03237251035157209,0.500007924172359,3.7891595893436008
T1_5,2,0.03274949435512517,0.5184077088113338,3.7910113864474826
T1_5,3,0.1428617218730914,1.040283422180673,3.092413902282715
T1_5,4,0.6434795837967202,2.9013122584606434,2.678186125225491
T1_6,1,0.03237251035157209,0.500007924172359,4.352215501997206
T1_6,2,0.03274949435512517,0.5184077088113338,4.4532580905490455
T1_6,3,0.1428617218730914,1.040283422180673,2.7394242816501193
T1_6,4,0.6434795837967202,2.9013122584606434,4.1025549040900335
T1_7,1,0.03237251035157209,0.500007924172359,4.574511528015137
T1_7,2,0.03274949435512517,0.5184077088113338,4.70914708243476
T1_7,3,0.1428617218730914,1.040283422180673,1.4545056290096707
T1_7,4,0.6434795837967202,2.9013122584606434,5.397167046864827
T1_8,1,0.03237251035157209,0.500007924172359,4.382666375901964
T1_8,2,0.03274949435512517,0.5184077088113338,4.432235929701063
T1_8,3,0.1428617218730914,1.040283422180673,0.13880994502041075
T1_8,4,0.6434795837967202,2.9013122584606434,5.8074146376715765
T1_9,1,0.03237251035157209,0.500007924172359,3.7733826107449002
T1_9,2,0.03274949435512517,0.5184077088113338,3.747784482108222
T1_9,3,0.1428617218730914,1.040283422180673,1.6364558802710638
T1_9,4,0.6434795837967202,2.9013122584606434,6.078683270348443
T1_10,1,0.03237251035157209,0.500007924172359,2.532517353693644
T1_10,2,0.03274949435512517,0.5184077088113338,2.8661225106981068
T1_10,3,0.1428617218730914,1.040283422180673,3.1193029085795083
T1_10,4,0.6434795837967202,2.9013122584606434,5.616013473934597
T1_11,1,0.03237251035157209,0.500007924172359,1.6442705922656589
T1_11,2,0.03274949435512517,0.5184077088113338,1.687505841255188
T1_11,3,0.1428617218730914,1.040283422180673,3.618672106001112
T1_11,4,0.6434795837967202,2.9013122584606434,5.105484326680501
T1_12,1,0.03237251035157209,0.500007924172359,0.48875129222869873
T1_12,2,0.03274949435512517,0.5184077088113338,0.5860225955645243
T1_12,3,0.1428617218730914,1.040283422180673,3.8587969144185386
T1_12,4,0.6434795837967202,2.9013122584606434,4.263717995749579
T1_13,1,0.03237251035157209,0.500007924172359,0.7364313271310594
T1_13,2,0.03274949435512517,0.5184077088113338,0.5123291081852384
T1_13,3,0.1428617218730914,1.040283422180673,3.316475576824612
T1_13,4,0.6434795837967202,2.9013122584606434,3.434910297393799
T1_14,1,0.03237251035157209,0.500007924172359,1.1072509553697374
T1_14,2,0.03274949435512517,0.5184077088113338,1.3041513297292922
T1_14,3,0.1428617218730914,1.040283422180673,2.620687378777398
T1_14,4,0.6434795837967202,2.9013122584606434,2.50102969010671
