label,T1_true_s,T1_fit_s,T1_sigma_s,M0_fit,mape_pct,cx_m,cy_m
T1_1,1.879,0.010000000000000004,1.4950000000000003,7.863635539358287,99.46780202235232,0.065,0.0
T1_2,1.432,1.0012922460116103,1.4950000000000003,36.255359377249924,30.07735712209425,0.05258610463437159,0.03820604139901075
T1_3,1.027,1.6368926536935586,1.4950000000000003,36.924943974587826,59.38584748720144,0.020086104634371583,0.06181867355918498
T1_4,0.7513,1.9430445687305153,1.4950000000000003,35.22094622122102,158.62432699727347,-0.020086104634371577,0.06181867355918499
T1_5,0.527,0.38332796317627404,1.4950000000000003,31.957279662378923,27.262246076608342,-0.05258610463437158,0.03820604139901076
T1_6,0.3841,0.4873243244085049,1.4950000000000003,29.801290184648792,26.874335956392848,-0.065,7.960204194457795e-18
T1_7,0.2723,2.033946127804316,1.4950000000000003,35.31145375288407,646.9504692634285,-0.05258610463437159,-0.038206041399010744
T1_8,0.1945,0.4550227012208389,1.4950000000000003,23.790513745899897,133.94483353256496,-0.02008610463437159,-0.06181867355918498
T1_9,0.1378,1.7134714911797262,1.4950000000000003,39.45026872270984,1143.448106806768,0.02008610463437157,-0.06181867355918499
T1_10,0.0947,3.0000000000000004,1.4950000000000003,49.93479157005409,3067.8986272439283,0.05258610463437158,-0.03820604139901077
T1_11,0.067,0.016918110575635827,1.4950000000000003,17.08297197857185,74.74908869308085,0.01979898987322333,0.019798989873223326
T1_12,0.04814,0.06901521954210293,1.4950000000000003,20.349231012805273,43.363563652062595,-0.019798989873223326,0.01979898987322333
T1_13,0.03435,0.06518145033205046,1.4950000000000003,32.327459184865155,89.75676952561997,-0.019798989873223333,-0.019798989873223326
T1_14,0.02416,0.018751214282341104,1.4950000000000003,13.888499563376838,22.387358102892783,0.019798989873223326,-0.019798989873223333
