label,T1_true_s,T1_fit_s,T1_sigma_s,mape_pct,cx_m,cy_m
T1_1,1.879,1.3478119268348887,0.0,28.26972182890427,0.065,0.0
T1_2,1.432,1.0481357552731758,0.0,26.80616234125867,0.05258610463437159,0.03820604139901075
T1_3,1.027,1.0362233290461473,0.0,0.8980846198780352,0.020086104634371583,0.06181867355918498
T1_4,0.7513,1.1750578412651171,0.0,56.40327981699949,-0.020086104634371577,0.06181867355918499
T1_5,0.527,0.47089662396642673,0.0,10.64580190390385,-0.05258610463437158,0.03820604139901076
T1_6,0.3841,0.3620342405404894,0.0,5.744795485423227,-0.065,7.960204194457795e-18
T1_7,0.2723,0.28804890607010947,0.0,5.783659959643585,-0.05258610463437159,-0.038206041399010744
T1_8,0.1945,0.25988947546049923,0.0,33.61926758894562,-0.02008610463437159,-0.06181867355918498
T1_9,0.1378,0.14508281689965058,0.0,5.2850630621557135,0.02008610463437157,-0.06181867355918499
T1_10,0.0947,0.09289948704036605,0.0,1.901280844386441,0.05258610463437158,-0.03820604139901077
T1_11,0.067,0.03283021814870853,0.0,50.99967440491264,0.01979898987322333,0.019798989873223326
T1_12,0.04814,0.0427021457065169,0.0,11.295916687750529,-0.019798989873223326,0.01979898987322333
T1_13,0.03435,0.03208820524254918,0.0,6.58455533464577,-0.019798989873223333,-0.019798989873223326
T1_14,0.02416,1.4938494543694758,0.0,6083.151715105446,0.019798989873223326,-0.019798989873223333
