label,T1_true_s,T1_fit_s,T1_sigma_s,mape_pct,cx_m,cy_m
T1_1,1.879,1.2022300709710754,0.047835663001379425,36.017558756196095,0.065,0.0
T1_2,1.432,1.8775445464210303,0.08587444692612134,31.113445979122233,0.05258610463437159,0.03820604139901075
T1_3,1.027,1.1354466475455174,0.3341965325661981,10.559556723029939,0.020086104634371583,0.06181867355918498
T1_4,0.7513,0.796668115395761,0.004527204660432715,6.038615119893654,-0.020086104634371577,0.06181867355918499
T1_5,0.527,0.6338609817626355,0.007245458693186435,20.27722614091755,-0.05258610463437158,0.03820604139901076
T1_6,0.3841,0.3746641676851751,0.0,2.4566082569187504,-0.065,7.960204194457795e-18
T1_7,0.2723,0.22400332843796816,0.003818979544989637,17.736566860826965,-0.05258610463437159,-0.038206041399010744
T1_8,0.1945,0.29470979608541303,0.013479329047498212,51.52174605933831,-0.02008610463437159,-0.06181867355918498
T1_9,0.1378,0.268955980153084,0.01391969445920166,95.17850519091724,0.02008610463437157,-0.06181867355918499
T1_10,0.0947,0.06593077646348008,0.0011369600947823619,30.37932791607172,0.05258610463437158,-0.03820604139901077
T1_11,0.067,0.0555425260862097,0.005344551616020293,17.10070733401538,0.01979898987322333,0.019798989873223326
T1_12,0.04814,0.034761188982536946,0.001589894569510978,27.79146451487963,-0.019798989873223326,0.01979898987322333
T1_13,0.03435,0.012284431849546133,0.0026321048103799356,64.23746186449452,-0.019798989873223333,-0.019798989873223326
T1_14,0.02416,1.0244462916729962,0.03513645713882013,4140.257829772335,0.019798989873223326,-0.019798989873223333
