label,T1_true_s,T1_fit_s,T1_sigma_s,mape_pct,cx_m,cy_m
T1_1,1.879,1.244171071316364,1.4950000000000003,33.785467199767744,0.065,0.0
T1_2,1.432,2.1291003394291823,1.4950000000000003,48.68019130092056,0.05258610463437159,0.03820604139901075
T1_3,1.027,1.83510918156835,1.4950000000000003,78.68638574180625,0.020086104634371583,0.06181867355918498
T1_4,0.7513,0.7698124373678654,1.4950000000000003,2.4640539555258156,-0.020086104634371577,0.06181867355918499
T1_5,0.527,0.018966778293056062,1.4950000000000003,96.40099083623225,-0.05258610463437158,0.03820604139901076
T1_6,0.3841,0.3661961871606902,1.4950000000000003,4.661237396331634,-0.065,7.960204194457795e-18
T1_7,0.2723,0.010000000000000004,1.4950000000000003,96.32757987513772,-0.05258610463437159,-0.038206041399010744
T1_8,0.1945,0.5159872182335029,1.4950000000000003,165.28905821773927,-0.02008610463437159,-0.06181867355918498
T1_9,0.1378,0.24827443896406343,1.4950000000000003,80.17012987232468,0.02008610463437157,-0.06181867355918499
T1_10,0.0947,0.06823083764576814,1.4950000000000003,27.950541028755932,0.05258610463437158,-0.03820604139901077
T1_11,0.067,0.033589389482668555,1.4950000000000003,49.86658286168873,0.01979898987322333,0.019798989873223326
T1_12,0.04814,0.030305717639366497,1.4950000000000003,37.04670203704509,-0.019798989873223326,0.01979898987322333
T1_13,0.03435,0.0238383935162562,1.4950000000000003,30.601474479603493,-0.019798989873223333,-0.019798989873223326
T1_14,0.02416,1.5459638890308154,1.4950000000000003,6298.8571565845,0.019798989873223326,-0.019798989873223333
