label,T1_true_s,T1_fit_s,T1_sigma_s,M0_fit,mape_pct,cx_m,cy_m
T1_1,1.879,1.8775445464210303,0.0,8.69799868636912,0.077458945128776,0.065,0.0
T1_2,1.432,1.4270860123257465,0.0,8.960300907781118,0.34315556384451396,0.05258610463437159,0.03820604139901075
T1_3,1.027,1.0362233290461473,0.0,8.898131757535136,0.8980846198780352,0.020086104634371583,0.06181867355918498
T1_4,0.7513,0.7524135044317034,0.0,8.836408251483679,0.14821035960381182,-0.020086104634371577,0.06181867355918499
T1_5,0.527,0.5279189910593274,0.0,8.748150191514442,0.17438160518545662,-0.05258610463437158,0.03820604139901076
T1_6,0.3841,0.38332796317627404,0.0,8.446233527537595,0.20099891271178139,-0.065,7.960204194457795e-18
T1_7,0.2723,0.2720478988371007,0.0,8.407483237671654,0.09258213841326102,-0.05258610463437159,-0.038206041399010744
T1_8,0.1945,0.19529198570652273,0.0,8.101380863540895,0.4071905946132258,-0.02008610463437159,-0.06181867355918498
T1_9,0.1378,0.13859874435185215,0.0,7.731374053014089,0.5796403133905287,0.02008610463437157,-0.06181867355918499
T1_10,0.0947,0.09504770997270168,0.0,7.181925856024503,0.36716998173354887,0.05258610463437158,-0.03820604139901077
T1_11,0.067,0.06593077646348008,0.0,6.576987880033085,1.5958560246565965,0.01979898987322333,0.019798989873223326
T1_12,0.04814,0.047328989893929516,0.0,5.775949304321287,1.6846907064197896,-0.019798989873223326,0.01979898987322333
T1_13,0.03435,0.033975533196101,0.0,4.802598074945515,1.0901508119330419,-0.019798989873223333,-0.019798989873223326
T1_14,0.02416,0.024112439753368697,0.0,3.6268540127729816,0.1968553254606963,0.019798989873223326,-0.019798989873223333
