label,block,TI_s,TR_s,mag
T1_1,1,0.03578681634844999,0.8161901931705257,1.0501213073730469
T1_1,2,0.14799737293621962,1.2585689069061528,0.5724862813949585
T1_1,3,0.03104687684240888,0.6330981109802665,0.618058979511261
T1_1,4,0.5866399115580193,4.7717339007563595,0.0521959587931633
T1_2,1,0.03578681634844999,0.8161901931705257,0.7784699201583862
T1_2,2,0.14799737293621962,1.2585689069061528,0.7628197073936462
T1_2,3,0.03104687684240888,0.6330981109802665,0.8370506167411804
T1_2,4,0.5866399115580193,4.7717339007563595,0.0768645852804184
T1_3,1,0.03578681634844999,0.8161901931705257,0.7566434741020203
T1_3,2,0.14799737293621962,1.2585689069061528,0.5659605264663696
T1_3,3,0.03104687684240888,0.6330981109802665,0.43819230794906616
T1_3,4,0.5866399115580193,4.7717339007563595,0.4128386676311493
T1_4,1,0.03578681634844999,0.8161901931705257,0.853880763053894
T1_4,2,0.14799737293621962,1.2585689069061528,0.37216681241989136
T1_4,3,0.03104687684240888,0.6330981109802665,0.4484187960624695
T1_4,4,0.5866399115580193,4.7717339007563595,0.6128198504447937
T1_5,1,0.03578681634844999,0.8161901931705257,0.8277794122695923
T1_5,2,0.14799737293621962,1.2585689069061528,0.7736374735832214
T1_5,3,0.03104687684240888,0.6330981109802665,0.8113333582878113
T1_5,4,0.5866399115580193,4.7717339007563595,0.6139370799064636
T1_6,1,0.03578681634844999,0.8161901931705257,0.7794952392578125
T1_6,2,0.14799737293621962,1.2585689069061528,0.2309662103652954
T1_6,3,0.03104687684240888,0.6330981109802665,0.8375009298324585
T1_6,4,0.5866399115580193,4.7717339007563595,0.7507829070091248
T1_7,1,0.03578681634844999,0.8161901931705257,0.9162539839744568
T1_7,2,0.14799737293621962,1.2585689069061528,0.28561821579933167
T1_7,3,0.03104687684240888,0.6330981109802665,0.8023712635040283
T1_7,4,0.5866399115580193,4.7717339007563595,0.7414323687553406
T1_8,1,0.03578681634844999,0.8161901931705257,0.7048701047897339
T1_8,2,0.14799737293621962,1.2585689069061528,0.07817111909389496
T1_8,3,0.03104687684240888,0.6330981109802665,0.5972415804862976
T1_8,4,0.5866399115580193,4.7717339007563595,0.5629974603652954
T1_9,1,0.03578681634844999,0.8161901931705257,0.5905081033706665
T1_9,2,0.14799737293621962,1.2585689069061528,0.3121614158153534
T1_9,3,0.03104687684240888,0.6330981109802665,0.7573086619377136
T1_9,4,0.5866399115580193,4.7717339007563595,0.9678431749343872
T1_10,1,0.03578681634844999,0.8161901931705257,0.4183763563632965
T1_10,2,0.14799737293621962,1.2585689069061528,0.33327987790107727
T1_10,3,0.03104687684240888,0.6330981109802665,0.5549806952476501
T1_10,4,0.5866399115580193,4.7717339007563595,0.7988558411598206
T1_11,1,0.03578681634844999,0.8161901931705257,0.384235680103302
T1_11,2,0.14799737293621962,1.2585689069061528,1.4831584692001343
T1_11,3,0.03104687684240888,0.6330981109802665,0.37325939536094666
T1_11,4,0.5866399115580193,4.7717339007563595,1.1856380701065063
T1_12,1,0.03578681634844999,0.8161901931705257,0.10763505846261978
T1_12,2,0.14799737293621962,1.2585689069061528,1.4142566919326782
T1_12,3,0.03104687684240888,0.6330981109802665,0.05868091061711311
T1_12,4,0.5866399115580193,4.7717339007563595,1.2713998556137085
T1_13,1,0.03578681634844999,0.8161901931705257,0.253640741109848
T1_13,2,0.14799737293621962,1.2585689069061528,1.0638537406921387
T1_13,3,0.03104687684240888,0.6330981109802665,0.27468255162239075
T1_13,4,0.5866399115580193,4.7717339007563595,0.5951663255691528
T1_14,1,0.03578681634844999,0.8161901931705257,0.2707197964191437
T1_14,2,0.14799737293621962,1.2585689069061528,1.043485164642334
T1_14,3,0.03104687684240888,0.6330981109802665,0.4302091598510742
T1_14,4,0.5866399115580193,4.7717339007563595,0.8048228025436401
