label,block,TI_s,TR_s,mag
T1_1,1,0.015,5.0,4.983154773712158
T1_1,2,0.022,5.0,6.6964921951293945
T1_1,3,0.032,5.0,9.243256568908691
T1_1,4,0.045,5.0,7.531711101531982
T1_1,5,0.065,5.0,7.019230842590332
T1_1,6,0.1,5.0,9.63643741607666
T1_1,7,0.15,5.0,5.77476167678833
T1_1,8,0.22,5.0,5.479462623596191
T1_1,9,0.35,5.0,5.766721725463867
T1_1,10,0.55,5.0,3.39031720161438
T1_1,11,0.85,5.0,4.336365699768066
T1_1,12,1.3,5.0,3.928591728210449
T1_1,13,2.0,5.0,4.161088943481445
T1_1,14,2.8,5.0,4.3852972984313965
T1_2,1,0.015,5.0,2.892406463623047
T1_2,2,0.022,5.0,3.0818207263946533
T1_2,3,0.032,5.0,4.8803606033325195
T1_2,4,0.045,5.0,5.905683517456055
T1_2,5,0.065,5.0,6.089076995849609
T1_2,6,0.1,5.0,2.6613588333129883
T1_2,7,0.15,5.0,2.249006509780884
T1_2,8,0.22,5.0,3.960057497024536
T1_2,9,0.35,5.0,1.935012698173523
T1_2,10,0.55,5.0,2.0662899017333984
T1_2,11,0.85,5.0,4.803773880004883
T1_2,12,1.3,5.0,4.385444641113281
T1_2,13,2.0,5.0,4.474827289581299
T1_2,14,2.8,5.0,4.771909713745117
T1_3,1,0.015,5.0,1.3138924837112427
T1_3,2,0.022,5.0,1.2497398853302002
T1_3,3,0.032,5.0,4.345628261566162
T1_3,4,0.045,5.0,5.101460933685303
T1_3,5,0.065,5.0,5.598751068115234
T1_3,6,0.1,5.0,3.309727191925049
T1_3,7,0.15,5.0,0.8525336980819702
T1_3,8,0.22,5.0,4.184065341949463
T1_3,9,0.35,5.0,0.4960894286632538
T1_3,10,0.55,5.0,2.506535530090332
T1_3,11,0.85,5.0,2.9522459506988525
T1_3,12,1.3,5.0,3.3380110263824463
T1_3,13,2.0,5.0,4.995718479156494
T1_3,14,2.8,5.0,5.496074199676514
T1_4,1,0.015,5.0,2.545661687850952
T1_4,2,0.022,5.0,1.9178707599639893
T1_4,3,0.032,5.0,4.850110054016113
T1_4,4,0.045,5.0,4.313921928405762
T1_4,5,0.065,5.0,5.008139133453369
T1_4,6,0.1,5.0,2.8728525638580322
T1_4,7,0.15,5.0,1.584319829940796
T1_4,8,0.22,5.0,4.392045974731445
T1_4,9,0.35,5.0,1.207133173942566
T1_4,10,0.55,5.0,1.032772183418274
T1_4,11,0.85,5.0,3.557209014892578
T1_4,12,1.3,5.0,4.587796211242676
T1_4,13,2.0,5.0,4.274991989135742
T1_4,14,2.8,5.0,3.8688130378723145
T1_5,1,0.015,5.0,1.2916603088378906
T1_5,2,0.022,5.0,0.9854628443717957
T1_5,3,0.032,5.0,4.601011753082275
T1_5,4,0.045,5.0,6.123749732971191
T1_5,5,0.065,5.0,5.819729804992676
T1_5,6,0.1,5.0,0.9444317817687988
T1_5,7,0.15,5.0,2.003366470336914
T1_5,8,0.22,5.0,1.7140343189239502
T1_5,9,0.35,5.0,4.557466506958008
T1_5,10,0.55,5.0,3.0626142024993896
T1_5,11,0.85,5.0,7.011220932006836
T1_5,12,1.3,5.0,7.357558250427246
T1_5,13,2.0,5.0,8.362542152404785
T1_5,14,2.8,5.0,8.195393562316895
T1_6,1,0.015,5.0,5.29661226272583
T1_6,2,0.022,5.0,7.016937732696533
T1_6,3,0.032,5.0,8.630098342895508
T1_6,4,0.045,5.0,6.459939479827881
T1_6,5,0.065,5.0,5.372199535369873
T1_6,6,0.1,5.0,7.461609840393066
T1_6,7,0.15,5.0,5.788051605224609
T1_6,8,0.22,5.0,1.2977370023727417
T1_6,9,0.35,5.0,4.275855541229248
T1_6,10,0.55,5.0,3.8120617866516113
T1_6,11,0.85,5.0,6.807061672210693
T1_6,12,1.3,5.0,7.065524101257324
