label,T1_true_s,T1_fit_s,T1_sigma_s,M0_fit,mape_pct,cx_m,cy_m
T1_1,1.879,1.4600861826793403,0.0,73.56383494034705,22.29450863867268,0.065,0.0
T1_2,1.432,3.0000000000000004,0.0,75.01687964584438,109.49720670391065,0.05258610463437159,0.03820604139901075
T1_3,1.027,0.49292660617579204,0.0,25.29020228517862,52.00325158950419,0.020086104634371583,0.06181867355918498
T1_4,0.7513,0.815090399193842,0.0,44.25084735749858,8.490669398887528,-0.020086104634371577,0.06181867355918499
T1_5,0.527,0.4763100528444664,0.0,36.57272988406443,9.618585798013966,-0.05258610463437158,0.03820604139901076
T1_6,0.3841,0.4550227012208389,0.0,51.40474508989442,18.464644941639907,-0.065,7.960204194457795e-18
T1_7,0.2723,0.3303971408718442,0.0,40.215061913285275,21.33571093347198,-0.05258610463437159,-0.038206041399010744
T1_8,0.1945,0.19529198570652273,0.0,40.770833107366514,0.4071905946132258,-0.02008610463437159,-0.06181867355918498
T1_9,0.1378,0.14843773568640614,0.0,37.71753070804313,7.719692080120563,0.02008610463437157,-0.06181867355918499
T1_10,0.0947,0.047328989893929516,0.0,30.5301469590217,50.02218596205965,0.05258610463437158,-0.03820604139901077
T1_11,0.067,0.07142288461099237,0.0,31.491589295706444,6.601320314913985,0.01979898987322333,0.019798989873223326
T1_12,0.04814,0.052457159876109584,0.0,26.04902549201754,8.967926622579107,-0.019798989873223326,0.01979898987322333
T1_13,0.03435,0.033589389482668555,0.0,22.697751166264542,2.214295538082805,-0.019798989873223333,-0.019798989873223326
T1_14,0.02416,0.026121033219566214,0.0,15.780104662461255,8.116859352509161,0.019798989873223326,-0.019798989873223333
