label,T1_true_s,T1_fit_s,T1_sigma_s,mape_pct,cx_m,cy_m
T1_1,1.879,0.824460680654011,1.4950000000000003,56.122369310590145,0.065,0.0
T1_2,1.432,2.615478802056333,1.4950000000000003,82.64516774136403,0.05258610463437159,0.03820604139901075
T1_3,1.027,1.2875752254725892,1.4950000000000003,25.372465966172275,0.020086104634371583,0.06181867355918498
T1_4,0.7513,0.4655447205843168,1.4950000000000003,38.03477697533385,-0.020086104634371577,0.06181867355918499
T1_5,0.527,0.47089662396642673,1.4950000000000003,10.64580190390385,-0.05258610463437158,0.03820604139901076
T1_6,0.3841,0.34192337610250656,1.4950000000000003,10.98063626594466,-0.065,7.960204194457795e-18
T1_7,0.2723,0.24827443896406343,1.4950000000000003,8.823195385948058,-0.05258610463437159,-0.038206041399010744
T1_8,0.1945,0.027343054928429245,1.4950000000000003,85.94187407278702,-0.02008610463437159,-0.06181867355918498
T1_9,0.1378,0.14019207589628865,1.4950000000000003,1.7359041337363192,0.02008610463437157,-0.06181867355918499
T1_10,0.0947,0.102965291568796,1.4950000000000003,8.72786860485321,0.05258610463437158,-0.03820604139901077
T1_11,0.067,0.06444064055188138,1.4950000000000003,3.819939474803914,0.01979898987322333,0.019798989873223326
T1_12,0.04814,0.0555425260862097,1.4950000000000003,15.377079530971539,-0.019798989873223326,0.01979898987322333
T1_13,0.03435,0.03808973836870644,1.4950000000000003,10.887156823017293,-0.019798989873223333,-0.019798989873223326
T1_14,0.02416,0.034761188982536946,1.4950000000000003,43.879093470765504,0.019798989873223326,-0.019798989873223333
