sigma,ksp_rms_mean,snr_ksp_measured,snr_ksp_phantom,background_std_a,snr_nema_peak_a,diff_roi_std,snr_dual_peak,snr_dual_block_min,snr_dual_block_median,snr_dual_block_max,mape_mean_pct,mape_median_pct,mape_max_pct,mape_mean_pct_std_lo,mape_mean_pct_std_hi,mape_median_pct_std,n_seeds,n_blocks,clean_recon
0.0,32.900171756744385,Inf,Inf,0.11415912682009383,28.488307098643055,0.0,2.235782001590272e16,2.4558949416042496e16,2.525834833297408e16,3.466922512141517e16,11.008441726180221,5.215473058554452,51.92087721631288,3.552713678800501e-15,0.0,9.193520069792627e-16,15.0,4.0,0.0
1.0,32.900171756744385,32.900171756744385,114.87049710653667,0.11282911308452882,28.842890402232825,0.02101529116450065,334.3814938813282,331.6448037445679,396.59323820149757,591.2085032249548,11.464567536619995,5.223910650101463,51.88319179069341,0.47741116640930853,6.491716062412731,0.20170504515054907,15.0,4.0,0.0
3.0,32.900171756744385,10.966723918914795,38.29016570217889,0.11069253163386811,29.42682317646036,0.07662730815684939,91.7149087536777,100.78816229613962,116.38399526312747,124.11287489113816,12.97072422116017,5.57166033762149,51.99081333546594,1.8440015556242022,5.055872787424573,0.6129150804505504,15.0,4.0,0.0
8.0,32.900171756744385,4.112521469593048,14.358812138317084,0.12457055159301718,26.563747388941522,0.1775700193594058,40.528074476212126,28.469190741415186,63.12761194907327,91.51589428834097,13.865348033619329,6.674810834765382,52.23836823637816,2.3638047707796224,4.663119097050334,0.9450512378119446,15.0,4.0,0.0
12.0,32.900171756744385,2.7416809797286987,9.572541425544722,0.1502529549807247,21.908510263164324,0.24964647529337142,28.402921984581653,30.679465302089415,36.31898234854596,40.18777106892326,16.863143103565577,8.673889636159602,58.308764499828975,3.930386936659817,4.689652877663618,2.612724007412397,15.0,4.0,0.0
16.0,32.900171756744385,2.056260734796524,7.179406069158542,0.1825593383553282,17.9438816031374,0.31118804237536596,22.427673740226854,22.60116653982198,28.98052826578039,33.02792762102365,17.313962910990146,8.632586700377518,65.70743338353728,4.962754511409254,3.2496042222939443,2.2709255331824063,15.0,4.0,0.0
22.0,32.900171756744385,1.4954623525792903,5.221386232115304,0.23731476061292794,14.169386355535877,0.4452970495065085,15.896610696356676,15.158410995832254,17.35329102933781,33.353191102585505,20.909545117833414,11.124837401372133,59.996643195708884,5.510432258142224,9.062561146328717,2.9216490242787234,15.0,4.0,0.0
30.0,32.900171756744385,1.0966723918914796,3.8290165702178895,0.3182691079537273,10.111404603300246,0.5751777742812245,12.46902528715717,12.145794370067186,15.505548794720687,19.853060459124357,84.24056305525171,15.434628021416612,860.1177556879597,59.302408910707555,821.5081171919426,4.543863721568339,15.0,4.0,0.0
40.0,32.900171756744385,0.8225042939186096,2.8717624276634166,0.41420253743389895,8.347079349241294,0.8890925811340125,7.957097016298207,8.256599906787471,9.81726811938307,11.365574518235007,139.4007662121134,19.788100552555115,1351.893822693646,108.651385038978,511.48204606132083,5.269868726385879,15.0,4.0,0.0
45.0,32.900171756744385,0.731114927927653,2.5526777134785927,0.4665657765076352,7.018918495114765,1.0386604234054222,7.308628676972897,7.692444039687589,10.20687358997812,11.745569882166668,196.19065846383663,22.38257956088122,1679.949298672706,157.64485164316085,448.27442926541954,9.05274534424772,15.0,4.0,0.0
50.0,32.900171756744385,0.6580034351348877,2.2974099421307335,0.5037517417680862,6.929769475062719,1.228791324186211,5.776325263272571,5.7224248836267195,7.510829499708249,8.801618137038469,174.20148443139107,23.617051216056037,1994.6936372738812,139.42510893592527,569.8762076074074,10.965866686910182,15.0,4.0,0.0
65.0,32.900171756744385,0.5061564885652983,1.7672384170236413,0.6658602284370004,4.91843252012804,1.239093694727031,5.839570203543107,5.453200671875534,7.30075438051507,11.910657166233204,331.7669953679809,31.38536016203948,3164.3042879054105,256.6324085453638,407.80446863196426,14.487690960967567,15.0,4.0,0.0
