label,T1_true_s,T1_fit_s,T1_sigma_s,M0_fit,mape_pct,cx_m,cy_m
T1_1,1.879,2.203376137570736,0.0,20.69211447982715,17.2632324412313,0.065,0.0
T1_2,1.432,0.77866220325495,0.0,10.813488203318439,45.624147817391766,0.05258610463437159,0.03820604139901075
T1_3,1.027,0.9034067171054807,0.0,16.817364680717283,12.034399502874315,0.020086104634371583,0.06181867355918498
T1_4,0.7513,0.6124935313630337,0.0,15.87016436541468,18.47550494302758,-0.020086104634371577,0.06181867355918499
T1_5,0.527,0.5526166537502628,0.0,23.210704265405496,4.860845113901856,-0.05258610463437158,0.03820604139901076
T1_6,0.3841,0.24827443896406343,0.0,15.200797203204587,35.362030990871276,-0.065,7.960204194457795e-18
T1_7,0.2723,0.23448288825889158,0.0,19.036145202607447,13.88803222222123,-0.05258610463437159,-0.038206041399010744
T1_8,0.1945,0.17822599767439376,0.0,19.29282860552642,8.36709631136568,-0.02008610463437159,-0.06181867355918498
T1_9,0.1378,0.12222313424100513,0.0,18.9746596493458,11.303966443392508,0.02008610463437157,-0.06181867355918499
T1_10,0.0947,0.11282470858184042,0.0,17.762737022253297,19.139079811869493,0.05258610463437158,-0.03820604139901077
T1_11,0.067,0.05880936389471338,0.0,16.08068952910661,12.224830007890478,0.01979898987322333,0.019798989873223326
T1_12,0.04814,0.03897053170844537,0.0,14.627757210449372,19.047503721550964,-0.019798989873223326,0.01979898987322333
T1_13,0.03435,0.028951287969568563,0.0,11.90201044504698,15.716774469960509,-0.019798989873223333,-0.019798989873223326
T1_14,0.02416,0.018119110946376086,0.0,9.620040950918122,25.00367985771488,0.019798989873223326,-0.019798989873223333
