label,block,TI_s,TR_s,mag
T1_1,1,0.015,5.0,20.153562545776367
T1_1,2,0.022,5.0,19.99094009399414
T1_1,3,0.032,5.0,19.75970458984375
T1_1,4,0.045,5.0,19.460962295532227
T1_1,5,0.065,5.0,19.00538444519043
T1_1,6,0.1,5.0,18.21962547302246
T1_1,7,0.15,5.0,17.12196922302246
T1_1,8,0.22,5.0,15.63302230834961
T1_1,9,0.35,5.0,13.009369850158691
T1_1,10,0.55,5.0,9.308475494384766
T1_1,11,0.85,5.0,4.442322731018066
T1_1,12,1.3,5.0,1.5514167547225952
T1_1,13,2.0,5.0,8.43613052368164
T1_1,14,2.8,5.0,13.72496223449707
T1_2,1,0.015,5.0,20.790800094604492
T1_2,2,0.022,5.0,20.585180282592773
T1_2,3,0.032,5.0,20.29251480102539
T1_2,4,0.045,5.0,19.91402816772461
T1_2,5,0.065,5.0,19.336355209350586
T1_2,6,0.1,5.0,18.339841842651367
T1_2,7,0.15,5.0,16.950355529785156
T1_2,8,0.22,5.0,15.07602596282959
T1_2,9,0.35,5.0,11.81704330444336
T1_2,10,0.55,5.0,7.337318420410156
T1_2,11,0.85,5.0,1.6836974620819092
T1_2,12,1.3,5.0,4.862615585327148
T1_2,13,2.0,5.0,11.720135688781738
T1_2,14,2.8,5.0,16.37763214111328
T1_3,1,0.015,5.0,20.984134674072266
T1_3,2,0.022,5.0,20.693147659301758
T1_3,3,0.032,5.0,20.282495498657227
T1_3,4,0.045,5.0,19.75617790222168
T1_3,5,0.065,5.0,18.960596084594727
T1_3,6,0.1,5.0,17.604248046875
T1_3,7,0.15,5.0,15.739933967590332
T1_3,8,0.22,5.0,13.269506454467773
T1_3,9,0.35,5.0,9.092179298400879
T1_3,10,0.55,5.0,3.6025168895721436
T1_3,11,0.85,5.0,2.872117042541504
T1_3,12,1.3,5.0,9.6454496383667
T1_3,13,2.0,5.0,15.734171867370605
T1_3,14,2.8,5.0,19.10688018798828
