sigma,ksp_rms_mean,snr_ksp_measured,snr_ksp_phantom,background_std_a,snr_nema_peak_a,diff_roi_std,snr_dual_peak,snr_dual_block_min,snr_dual_block_median,snr_dual_block_max,mape_mean_pct,mape_median_pct,mape_max_pct,mape_mean_pct_std_lo,mape_mean_pct_std_hi,mape_median_pct_std,n_seeds,n_blocks,clean_recon
0.0,949.9219055175781,Inf,Inf,2.5163742354930267,40.29740906495539,0.0,6.971151625612165e17,7.42960622731264e17,7.875127651692708e17,1.074179635786285e18,10.623825217993554,1.5286257048891696,56.12236931059013,1.7763568394002505e-15,0.0,4.596760034896314e-16,15.0,4.0,0.0
27.0,949.9219055175781,35.18229279694734,109.8700867425202,2.4929620868993556,40.66999835444916,0.6577697655591878,332.6545305674215,282.46491029936556,376.8943054688841,660.980148151554,11.992470109334455,2.406292376654607,56.288597472026524,1.0827633108671475,6.295472640478033,1.319870954167744,15.0,4.0,0.0
81.0,949.9219055175781,11.72743093231578,36.62336224750674,2.4376116413596227,41.308974331519146,1.772939468776888,122.94438254372595,128.93552925934608,137.05285818196836,182.2716994033121,13.83060796770607,2.904980670658615,56.35432869658475,2.7742309132851837,5.449431968677126,1.3116240012359732,15.0,4.0,0.0
216.0,949.9219055175781,4.397786599618417,13.733760842815025,2.956404692436036,34.293959738140195,5.302650575830748,40.95226017462054,37.006934070485705,52.36185510659055,65.35093456179153,14.931051159618457,4.651801153550395,61.07790916070618,2.986583901184166,4.517191874021179,1.5635411619314372,15.0,4.0,0.0
324.0,949.9219055175781,2.931857733078945,9.155840561876685,3.750102913282586,27.62922946822806,7.895393713726901,27.8094719911628,27.048079465594217,31.987410816722907,43.66561623569819,16.849572032489803,5.094117194424893,76.49578624657839,4.7689059676293075,4.936752983770568,1.9351159349294322,15.0,4.0,0.0
432.0,949.9219055175781,2.1988932998092086,6.8668804214075125,4.77214474611281,21.89059842551662,8.996920576804206,25.011136919866743,23.254914766850185,26.49393948366385,55.17979963181708,19.623518891428862,7.139869191625492,96.05066799121174,5.574486297400169,4.217767214970118,2.336952364238792,15.0,4.0,0.0
594.0,949.9219055175781,1.59919512713397,4.994094851932736,6.2210642489788945,16.956810725871545,10.632804445118635,21.130473077473482,19.29296005221635,23.605845657554532,39.68255535498716,19.11132815857726,8.200402121325066,83.16083925785355,3.9959203257533003,3.521106813563239,2.9821741417256713,15.0,4.0,0.0
810.0,949.9219055175781,1.1727430932315779,3.6623362247506734,8.46188985026923,12.047740736014621,15.08811704160276,14.792916519025923,14.405046980338787,22.16492441250646,32.45974978512799,98.37997320032181,12.212041003471986,872.7423626390549,73.14248448583724,576.5481140337344,3.2831121289765144,15.0,4.0,0.0
1080.0,949.9219055175781,0.8795573199236835,2.746752168563005,11.193372911137509,9.658396289788465,22.46046107039554,9.670873266250899,8.909135668495567,11.601393079114578,15.442820160974113,28.05389642811738,13.899827569697798,87.91603455724318,6.247590708692072,9.574135145679936,5.428835554766114,15.0,4.0,0.0
1220.0,949.9219055175781,0.7786245127193263,2.4315511000393815,12.515556385370727,8.805330209952322,29.37645703435089,7.808826813795454,6.82657968425037,11.799807229161516,13.267238483780842,124.05861173075718,16.887586529025945,1409.1499330204645,96.07522283442842,638.5001568458267,7.050050471597289,15.0,4.0,0.0
1350.0,949.9219055175781,0.7036458559389468,2.1974017348504042,13.87511607016783,7.964788898457579,29.79542131875199,7.352034740312808,7.286622821651384,9.30146574596589,11.641251435815956,142.675933296345,17.19337126237549,1436.202206621509,113.8390424311617,527.7622727886027,4.119191338637878,15.0,4.0,0.0
1760.0,949.9219055175781,0.5397283554077148,1.6855070125272984,18.375084363974814,5.888697920111491,28.169104243295877,7.8861071323078145,8.417994066221048,9.86438757634107,12.951447451274365,201.19499706660716,25.214161945814336,2008.224214489806,155.04883633356417,464.21415482326034,8.148584034571442,15.0,4.0,0.0
