label,T1_true_s,T1_fit_s,T1_sigma_s,mape_pct,cx_m,cy_m
T1_1,1.879,0.43468672850773776,1.4950000000000003,76.86606021778937,0.065,0.0
T1_2,1.432,0.5279189910593274,1.4950000000000003,63.13414866904138,0.05258610463437159,0.03820604139901075
T1_3,1.027,0.694556189363927,1.4950000000000003,32.370380782480325,0.020086104634371583,0.06181867355918498
T1_4,0.7513,0.010000000000000004,1.4950000000000003,98.66897377878344,-0.020086104634371577,0.06181867355918499
T1_5,0.527,0.4655447205843168,1.4950000000000003,11.66134334263439,-0.05258610463437158,0.03820604139901076
T1_6,0.3841,0.24827443896406343,1.4950000000000003,35.362030990871276,-0.065,7.960204194457795e-18
T1_7,0.2723,0.3156309605840711,1.4950000000000003,15.912949167855711,-0.05258610463437159,-0.038206041399010744
T1_8,0.1945,0.2139921233650426,1.4950000000000003,10.021657257091315,-0.02008610463437159,-0.06181867355918498
T1_9,0.1378,0.17026068294229946,1.4950000000000003,23.556373688170865,0.02008610463437157,-0.06181867355918499
T1_10,0.0947,0.12648701071455215,1.4950000000000003,33.56600920227259,0.05258610463437158,-0.03820604139901077
T1_11,0.067,0.060860987465750915,1.4950000000000003,9.16270527499864,0.01979898987322333,0.019798989873223326
T1_12,0.04814,0.046259282675485014,1.4950000000000003,3.9067663575300964,-0.019798989873223326,0.01979898987322333
T1_13,0.03435,0.033589389482668555,1.4950000000000003,2.214295538082805,-0.019798989873223333,-0.019798989873223326
T1_14,0.02416,0.021507971237540054,1.4950000000000003,10.976940241969977,0.019798989873223326,-0.019798989873223333
